Country Name;Country Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012
Israel;ISR;216600000;245300000;279200000;351500000;372400000;429600000;503400000;554500000;639200000;729300000;778700000;957600000;1147000000;1448700000;1824800000;1940700000;2414500000;3081700000;3921300000;4546400000;5538000000;5670000000;5255000000;5108000000;5807000000;6260000000;7154000000;8454000000;9752000000;11072000000;12080000000;11921000000;13119000000;14825000000;16884000000;19046000000;20610000000;22503000000;22993000000;25794000000;31404000000;29048000000;29347000000;31784300000;38618400000;42770400000;46789400000;54091395000;61337485000;47935000000;58413028000;66520000000;
Italy;ITA;3656900000;4184000000;4667200000;5056000000;5961600000;7198400000;8038400000;8705600000;10185600000;11728000000;13204800000;15104600000;18608700000;22226400000;30464700000;34987700000;37264900000;45305200000;56090000000;72233400000;78104000000;77070000000;73791000000;72877000000;74564000000;76717000000;97204000000;1.16711E+11;1.27859E+11;1.40556E+11;1.70304E+11;1.69465E+11;1.78155E+11;1.69229E+11;1.91362E+11;2.33766E+11;2.52293E+11;2.40414E+11;2.45801E+11;2.35564E+11;2.40518E+11;2.4449E+11;2.54427E+11;2.99333E+11;3.53782E+11;3.73135E+11;4.16875E+11;4.99882E+11;5.42748E+11;4.06909E+11;4.47301E+11;5.23001E+11;
Jamaica;JAM;158662000;172360000;181563000;201922000;216241000;214400000;228022000;226346000;219603000;254136000;341799000;339425000;391090000;390069000;604048000;759253000;630060000;768457000;833136000;818439000;963000000;974000000;767000000;718000000;747000000;566000000;589000000;706000000;831000000;967000000;1158000000;1105000000;1047000000;1071000000;1212000000;1427000000;1383000000;1383000000;1312000000;1240000000;1304000000;1220000000;1114000000;1179530000;1402000000;1531500000;1948200000;2254000000;2438810000;1316037000;1327602000;1700000000;
Japan;JPN;4054720000;4235560000;4916110000;5452220000;6673060000;8451110000;9776390000;10441900000;12971400000;15990000000;19317500000;23995300000;29088300000;37016700000;55468800000;55819100000;67303700000;81083300000;98211000000;1.02299E+11;1.30441E+11;1.51495E+11;1.38385E+11;1.46965E+11;1.697E+11;1.77164E+11;2.10757E+11;2.31286E+11;2.64856E+11;2.73932E+11;2.87581E+11;3.14786E+11;3.39885E+11;3.62244E+11;3.97005E+11;4.43116E+11;4.10901E+11;4.20957E+11;3.87927E+11;4.1761E+11;4.79249E+11;4.03496E+11;4.16726E+11;4.71817E+11;5.65675E+11;5.94941E+11;6.46725E+11;7.14327E+11;7.81412E+11;5.80719E+11;7.69839E+11;8.22674E+11;
Jordan;JOR;11135600;14859600;16598400;18359600;24410400;27750800;29117200;31721200;39942000;41297200;34084400;32032000;47611100;73321600;154950000;152655000;206967000;249198000;297568000;402714000;574000000;733000000;752000000;580000000;752000000;789000000;733000000;930000000;1019000000;1107000000;1064000000;1130000000;1215000000;1246000000;1424000000;1769000000;1816000000;1836000000;1802000000;1832000000;1899000000;2293000000;2770000000;3082000000;3882967419;4301760000;5204346000;5725340000;7937533000;6375105000;7028334000;7963484366;
Kazakhstan;KAZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3231000000;5250000000;5911000000;6497000000;5334000000;5872000000;8812000000;8639000000;9670300000;12926700000;20093100000;27849000000;38250000000;47755000000;71171956000;43195762000;59543500000;88117700000;
Kenya;KEN;112300000;116500000;126000000;198100000;222460000;228060000;259700000;242480000;251734000;270620000;305060000;314160000;359380000;476533000;602700000;606220000;789701000;1186260000;1022600000;1090070000;1245000000;1138000000;1021000000;876000000;1081000000;958000000;1200000000;961000000;1071000000;970000000;1031000000;1108000000;1339000000;1374000000;1587000000;1878000000;2067000000;2053000000;2008000000;1747000000;1734000000;1944000000;2116250000;2411220000;2683990000;3419901000;3501656000;4080800000;5000949000;4463443000;5169112000;5755531750;
Kiribati;KIR;;831000;1221000;935000;2673000;3775000;5378000;6944000;7646000;8183000;7836000;9923000;7886000;16568000;33942000;36331000;22230000;20197000;24727000;24640000;26000000;4000000;2000000;3000000;11000000;4000000;2000000;2000000;5000000;5000000;2875000;5997000;4655000;3447000;5205000;7442000;5338000;6273000;5853000;8756000;3582000;4507000;3435000;2899000;2470000;4309377.076;6306000;9776000;15000000;21000000;15000000;20000000;
Korea, Dem. Rep.;PRK;;;;;;;;;;;;;;;;;;;;;900000000;1000000000;1100000000;1200000000;1200000000;1325000000;1628000000;1407000000;1674000000;1686000000;1857000000;1960000000;1010000000;1020000000;1034000000;959000000;909000000;1098000000;651000000;637000000;708000000;826000000;1008000000;1066000000;1278000000;1338000000;1465000000;1685000000;2060000000;1995000000;2555000000;3700000000;
Korea, Rep.;KOR;32000000;41000000;56000000;87000000;118000000;173000000;251000000;321000000;457000000;624000000;836000000;1067000000;1625000000;3221000000;4462000000;4945000000;7716000000;10048000000;12722000000;15057000000;17512000000;21268000000;21853000000;24446000000;29245000000;30282000000;34715000000;47281000000;60696000000;62377000000;65016000000;71870000000;76632000000;82236000000;96013000000;1.25058E+11;1.29715E+11;1.36164E+11;1.32313E+11;1.43686E+11;1.72267E+11;1.50439E+11;1.62471E+11;1.93817E+11;2.53845E+11;2.84419E+11;3.25465E+11;3.71489E+11;4.22007E+11;3.63534E+11;4.66384E+11;5.55214E+11;
Kosovo;KSV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kuwait;KWT;961800000;962080000;1077440000;1136240000;1251040000;1283520000;1342320000;861367000;928249000;996419000;1693160000;2271850000;2557540000;3815420000;10963300000;9184400000;9845960000;9753860000;10427400000;18404100000;19663000000;16044000000;10864000000;11504000000;11623000000;10487000000;7383000000;8264000000;7661000000;11476000000;7042000000;1088000000;6571000000;10248000000;11260000000;12785000000;14889000000;14224000000;9554000000;12164000000;19436000000;16203000000;15369000000;20678000000;28599000000;44868500000;56016100000;62691156000;87457022000;54008098920;67118110655;98100000000;
Kyrgyz Republic;KGZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;340000000;409000000;505000000;604000000;514000000;454000000;505000000;476000000;485500000;581700000;718800000;672000000;891100000;1321100000;1855600000;1673000000;1759800000;1972300000;
Lao PDR;LAO;900000;600000;775000;725000;917000;1000000;1492000;4433000;6033000;4300000;7200000;6192000;4242000;5403000;9547000;11500000;11700000;4200000;3200000;19000000;28000000;23000000;40000000;41000000;44000000;54000000;55000000;62000000;63000000;63000000;79000000;97000000;133000000;241000000;301000000;311000000;323000000;359000000;370000000;311000000;330000000;319510000;300610000;335470000;363340000;553080000;882030000;922690000;1091900000;1052680000;1746370000;2400000000;
Latin America & Caribbean (all income levels);LCN;9077130319;9238335933;9652634349;10217210193;11171025387;11608590325;12156814939;12837900956;13151389443;14711297447;16635481597;16425439787;18644524187;25571644856;44292452770;42841791180;48935838414;57118400231;61396216636;80352559920;1.04329E+11;1.11307E+11;1.00826E+11;1.02074E+11;1.12733E+11;1.06623E+11;91597598914;1.02573E+11;1.19281E+11;1.3266E+11;1.44484E+11;1.43275E+11;1.49431E+11;1.59683E+11;1.85989E+11;2.26876E+11;2.56083E+11;2.85745E+11;2.81955E+11;3.00751E+11;3.62011E+11;3.46696E+11;3.52066E+11;3.85555E+11;4.75191E+11;5.78912E+11;6.91542E+11;7.77657E+11;9.01889E+11;6.97532E+11;8.8607E+11;1.09775E+12;
Latin America & Caribbean (developing only);LAC;8750865160;8848917470;9258902750;9782430650;10705830540;11143170280;11657831860;12318756240;12581278900;14139139500;16015170400;15582102340;17687378380;24272674320;40700695230;38420420170;43610489700;51548261530;56132088300;73762242570;96986000000;1.0532E+11;95834000000;97272000000;1.08561E+11;1.03217E+11;89278000000;1.00186E+11;1.1687E+11;1.29891E+11;1.41195E+11;1.39506E+11;1.47296E+11;1.57609E+11;1.83725E+11;2.23961E+11;2.53075E+11;2.8266E+11;2.79074E+11;2.97148E+11;3.56664E+11;3.41536E+11;3.47314E+11;3.79559E+11;4.67775E+11;5.67897E+11;6.76E+11;7.62759E+11;8.81599E+11;6.87095E+11;8.73732E+11;1.08175E+12;
Latvia;LVA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;990000000;1305000000;1445000000;1670000000;1810000000;1723085020;1868467940;2000708756;2285127088;2892517585;4009170565;5161290827;6154808978;8308345092;10144107600;7702085600;9532578420;13160524800;
Least developed countries: UN classification;LDC;2932493465;2716652846;2880186635;3321627002;3540825347;3608730138;4006471581;3892070308;4263393051;4879180482;5231506700;5406287410;5407777138;7093347360;9162507008;7749835990;8483889510;9701125532;9539963242;12578166273;15167698497;13727606273;12976909209;12989973549;13707507288;13256285091;12370924833;13802977464;15261158774;16314345551;18247722123;16442715591;16621285551;17841442688;18699151427;23810416198;26868588532;27450073439;25443291971;28590611666;36117497953;35863136627;39807463287;45775642660;60495944004;82491032660;1.0356E+11;1.2844E+11;1.68854E+11;1.27356E+11;1.62292E+11;2.03268E+11;
Lebanon;LBN;43000000;41000000;59000000;57000000;64776200;86870400;103035000;118448000;147480000;165207000;189979000;244524000;377337000;921000000;1636000000;1233000000;546000000;760000000;830000000;850000000;868000000;836000000;727000000;691000000;582000000;482000000;500000000;591000000;709000000;485000000;494000000;539000000;560000000;452000000;470000000;816000000;1020000000;643000000;662000000;677000000;715000000;1093000000;1238000000;1813000000;2199000000;2337000000;2814000000;3574000000;4454000000;4187000000;5021000000;5664000000;
Lesotho;LSO;4000000;4000000;5000000;5000000;6000000;6580000;6141800;5835200;4732000;6847400;5931800;4214110;7931930;12664600;14437300;12281800;16841700;14030000;31845800;45083100;58000000;50000000;37000000;31000000;29000000;23000000;26000000;47000000;64000000;66000000;62000000;67000000;109000000;133000000;143000000;160000000;187000000;196000000;194000000;172000000;220000000;280000000;357951000;475563000;708000000;650573000;693637000;769411000;884045522.8;734145906.9;877656521.8;1100000000;
Liberia;LBR;83000000;62000000;68000000;81000000;126000000;135000000;150000000;159000000;169000000;196000000;214000000;222000000;244000000;324000000;400000000;394000000;460000000;447000000;504000000;537000000;589000000;529000000;475000000;429000000;452000000;436000000;404000000;382000000;396000000;460000000;868000000;311000000;590000000;440000000;353000000;820000000;630000000;430000000;425000000;469000000;329000000;127900000;176100000;108900000;103800000;131300000;157800000;200200000;242400000;148830000;222000000;295200000;
Libya;LBY;8960000;15960000;137200000;373800000;700280000;789600000;994840000;1168440000;1870680000;2163840000;2357040000;2694160000;2937560000;4003140000;8259390000;6833960000;9554100000;11410900000;9894580000;16075900000;21910000000;15571000000;13203000000;12216000000;11148000000;12314000000;8215000000;8043000000;6673000000;8034000000;13225000000;11235000000;9942000000;8590000000;8954000000;8975000000;9903000000;9656000000;6659000000;7947000000;13380000000;11014000000;9803000000;14647000000;20410000000;31358000000;40260435302;46970000000;62100000000;37100000000;48900000000;17500000000;
Liechtenstein;LIE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lithuania;LTU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2030000000;2705000000;3355000000;3860000000;3710000000;3004000000;3810000000;4583000000;5475000000;7162000000;9301566658;11806573726;14141621787;17144102002;23646051600;16454176640;20748132990;28079841600;
Low & middle income;LMY;31580108563;31302975385;31922346527;35608560007;39356947357;41538591159;43954553222;45402178913;47863501351;53282475311;58652395236;63178346482;71003859129;1.01703E+11;1.71854E+11;1.66342E+11;1.89369E+11;2.19048E+11;2.36103E+11;3.23928E+11;4.23563E+11;3.96039E+11;3.79222E+11;3.79144E+11;4.02851E+11;3.91394E+11;3.4886E+11;4.10834E+11;4.61289E+11;5.1655E+11;5.64602E+11;5.67349E+11;6.13555E+11;6.49429E+11;7.59922E+11;9.19705E+11;1.00112E+12;1.08709E+12;1.02678E+12;1.10633E+12;1.37432E+12;1.33131E+12;1.44319E+12;1.73738E+12;2.23627E+12;2.7819E+12;3.39967E+12;4.06066E+12;4.93275E+12;3.82916E+12;4.94002E+12;6.09907E+12;
Low income;LIC;;;;;;;;;;;;;4837061395;6160603428;7724215325;7045974641;8038314880;9519955795;9322725941;11745632116;14138337463;12944085205;12228380837;11972167143;12886913554;12465537314;13709550083;13347462962;14622179025;14504659521;16219914914;15197177608;14491848836;15562851697;17114790676;20845062883;22051845304;23174129353;22401296726;22036757767;24206569376;24763284087;27452741287;30298706990;37433828457;43885321691;52688668567;60428651249;71884049662;65231266778;81952193553;1.03174E+11;
Lower middle income;LMC;8577045446;8651422939;8454804478;9469376913;10235936256;10762515936;11575095049;10902534975;11375388527;12655513140;14282469066;15814195137;18354723130;26475262382;49390502729;48669214650;58170599361;67268451699;69188881536;1.01012E+11;1.30221E+11;1.01914E+11;93812363395;89812602916;95162530749;92323208225;78185058734;91726443079;1.00957E+11;1.20121E+11;1.30431E+11;1.18426E+11;1.28722E+11;1.34828E+11;1.50785E+11;1.8253E+11;2.04656E+11;2.23821E+11;2.11333E+11;2.35511E+11;2.89212E+11;2.64752E+11;2.84998E+11;3.24274E+11;4.081E+11;4.92741E+11;5.85284E+11;6.91242E+11;8.69032E+11;6.91761E+11;9.02076E+11;1.16475E+12;
Luxembourg;LUX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8202986166;8377882640;9758832023;10214267401;13297050212;16249659610;18797181873;22903080272;22390354861;25693993520;21338626760;19748422620;21790785600;
Macao SAR, China;MAC;10780000;14400000;16580000;20770000;21870000;21380000;24030000;25288300;28100900;37409300;42259400;49045400;71757000;99919400;109604000;133406000;188112000;219151000;258431000;389116000;613000000;686000000;722000000;763000000;913000000;906000000;1046000000;1402000000;1505000000;1643000000;1701000000;1665000000;1766000000;1787000000;1866000000;1997000000;1996000000;2148000000;2141000000;2200000000;2539000000;2300000000;2356000000;2581000000;2812000000;2476000000;2557280000;2542670000;1997410000;961002000;869794000;869446000;
Macedonia, FYR;MKD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1199000000;1055000000;1086000000;1204000000;1147000000;1237000000;1311000000;1191000000;1323000000;1158000000;1115530000;1366990000;1675880000;2041000000;2401000000;3398268000;3990642000;2708487570;3301829000;4455375000;
Madagascar;MDG;74882600;77527900;94331400;82081200;91771200;91682100;97758600;104155000;115891000;111420000;144835000;147471000;166245000;202718000;244162000;301119000;275053000;338486000;387738000;394443000;401000000;316000000;308000000;263000000;334000000;274000000;315000000;331000000;274000000;316000000;319000000;335000000;327000000;335000000;450000000;507000000;509000000;516000000;538000000;584000000;824000000;928000000;486000000;856000000;991613000;854641190;985256000;1237684000;1309745000;1051987000;1071355453;1590000000;
Malawi;MWI;25000000;26000000;29000000;30000000;34762000;40349400;48734000;56784000;48052800;52766400;59636400;71370300;79831000;97677200;120483000;140408000;165824000;199870000;185209000;232746000;295000000;283000000;239000000;229000000;314000000;249000000;248000000;277000000;288000000;267000000;417000000;469000000;396000000;320000000;342000000;405000000;481000000;537000000;431000000;453000000;379000000;449000000;407127000;525262000;483213000;508793278.2;668417000;868559000;878999000;1187917000;1066204000;1240000000;
Malaysia;MYS;1186780000;1057750000;1064930000;1087800000;1104790000;1235780000;1256360000;1216510000;1346850000;1651300000;1686580000;1643920000;1721550000;3049230000;4235860000;3842960000;5294730000;6079390000;7404050000;11078600000;12958000000;11765000000;12031000000;14130000000;16590000000;15442000000;13753000000;17939000000;21110000000;25053000000;29452000000;34349000000;40772000000;47131000000;58844000000;73914000000;78327000000;78740000000;73305000000;84455000000;98229000000;88005000000;94058000000;1.04705E+11;1.26511E+11;1.4098E+11;1.60676E+11;1.76211E+11;1.99516E+11;1.57433E+11;1.98612E+11;2.2699E+11;
Maldives;MDV;2074380;2278080;2082570;1804950;2138640;2487030;2220330;2558760;2363370;2838110;3864630;4311620;3451430;3500000;3965000;2538000;2973000;3390000;4093000;4585000;8000000;9000000;10000000;13000000;18000000;23000000;25000000;31000000;40000000;45000000;78000000;76200000;65100000;52720000;75430000;85010000;79940000;89650000;95630000;91490000;108690000;110000000;132000000;152000000;181000000;161600000;225200000;228000000;330500000;169000000;199900000;350000000;
Mali;MLI;13000000;14000000;10000000;11000000;17000000;16000000;13000000;11000000;11000000;17000000;33000000;29000000;34000000;58000000;64236000;53216000;84464600;124564000;111947000;148141000;205000000;154000000;145000000;165000000;132000000;123000000;211000000;178000000;214000000;246000000;359000000;312000000;342000000;478000000;335000000;441000000;433000000;561000000;556000000;571000000;545000000;725000000;874000000;928000000;976433000;1100920000;1550000000;1556252000;2097118000;1773665462;1996261000;2460000000;
Malta;MLT;10710000;13014400;12082000;14744800;19370400;24228400;30111200;27273600;33948000;38296800;38556000;46309700;67566100;97815000;134010000;165878000;228431000;288605000;342479000;424396000;483000000;449000000;411000000;363000000;394000000;400000000;497000000;605000000;714000000;844000000;1133000000;1234000000;1540000000;1355000000;1570000000;1914000000;1731000000;1641000000;1834000000;1977784639;2452981242;1821752624;2027642799;2252343915;2516966302;2398877459;2795534959;3077548137;2988077280;2857526760;3586416210;4098326400;
Marshall Islands;MHL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21897000;23071000;18923000;15777000;5774000;7662000;9124000;12765000;14262000;15205000;19781000;25359000;17900000;18300000;20200000;20800000;32300000;35000000;
Mauritania;MRT;2000000;2000000;3000000;16000000;46000000;58000000;69000000;70000000;72000000;76000000;89000000;94000000;100000000;155000000;180000000;176000000;178000000;157000000;123000000;147000000;194000000;261000000;233000000;292000000;291000000;374000000;360000000;428000000;354000000;437000000;469000000;439000000;425000000;423000000;410000000;488266839;490931758;429194468;386749519;357832456;354570577.9;355249511.5;331669534.5;318328267.5;439609758.1;625100000;1366568000;1454000000;1787600000;1364100000;2073500000;2670000000;
Mauritius;MUS;38850000;61782100;64239100;89838100;77049100;65814100;70896100;63151200;63720100;65736100;69012100;66262500;106006000;136536000;312466000;297981000;265085000;309497000;324518000;381303000;431000000;332000000;364000000;366000000;372000000;436000000;662000000;884000000;994000000;986000000;1194000000;1195000000;1302000000;1299000000;1347000000;1538000000;1802000000;1592000000;1645000000;1554000000;1557000000;1627840000;1801450000;1898100000;1993110000;2143293034;2328839000;2237897000;2383942000;1938533000;2261494641;2646534262;
Mexico;MEX;763760000;826000000;929920000;984720000;1053680000;1145360000;1198720000;1144880000;1253840000;1429600000;1402000000;1504160000;1694240000;2250170000;2957690000;2903840000;3417490000;4167440000;6005070000;8982020000;18031000000;23307000000;24055000000;25953000000;29101000000;26757000000;21804000000;27600000000;30691000000;35171000000;40711000000;42688000000;46196000000;51886000000;60882000000;79542000000;96000000000;1.10431E+11;1.1746E+11;1.36391E+11;1.66367E+11;1.58547E+11;1.60682E+11;1.65396E+11;1.8798E+11;2.14207E+11;2.49961E+11;2.71821E+11;2.91265E+11;2.29712E+11;2.98305E+11;3.49676E+11;
Micronesia, Fed. Sts.;FSM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11444780;20564761;18137389;16845386;23501021;18029587;21602751.87;26496432.28;26867396.75;28258000;17495000;18500000;17600000;21500000;27300000;24900000;25000000;25000000;
Middle East & North Africa (all income levels);MEA;5317226600;5481274000;5800058400;7197536400;8241802000;8749720600;9525058400;10007167100;11512591000;12785270000;14629201400;19334098700;20368544200;31944776600;93925725000;86387376000;1.03789E+11;1.13732E+11;1.1255E+11;1.7261E+11;2.56248E+11;2.43935E+11;1.95535E+11;1.57596E+11;1.46851E+11;1.35384E+11;95109000000;1.13536E+11;1.14264E+11;1.41418E+11;1.7697E+11;1.58368E+11;1.67058E+11;1.60528E+11;1.68459E+11;1.87982E+11;2.23506E+11;2.2908E+11;1.79233E+11;2.21624E+11;3.24489E+11;2.9042E+11;2.9875E+11;3.66657E+11;4.84375E+11;6.5563E+11;7.9839E+11;9.2623E+11;1.23377E+12;8.44987E+11;1.0667E+12;1.39241E+12;
Middle East & North Africa (developing only);MNA;2917005600;2981323600;3030166400;4196351600;4957721600;5096972200;5387411200;6079171200;7105682000;7970893200;8624044400;10603344000;9755411100;14440799600;34925671000;34109448000;38618997000;42449705000;42618648000;64345974000;86497000000;64782000000;68595000000;67068000000;62843000000;62688000000;42359000000;52443000000;51831000000;62598000000;75595000000;60298000000;58058000000;53815100000;57354100000;62001600000;71720000000;71973200000;58385000000;75638500000;1.1467E+11;99347509821;99446509099;1.1988E+11;1.58063E+11;2.12899E+11;2.6806E+11;3.14066E+11;4.17682E+11;2.82347E+11;3.5287E+11;4.1084E+11;
Middle income;MIC;29104696544;29012051333;29505205611;32671552282;36113515482;38153171058;40540071536;42044823673;44258274138;49326217125;54308137607;58838905504;66067266763;95418407482;1.63988E+11;1.59169E+11;1.81186E+11;2.09355E+11;2.26581E+11;3.11895E+11;4.09033E+11;3.82753E+11;3.66681E+11;3.66881E+11;3.8964E+11;3.78619E+11;3.34648E+11;3.97139E+11;4.46308E+11;5.01806E+11;5.48088E+11;5.51952E+11;5.99015E+11;6.33796E+11;7.42818E+11;8.98873E+11;9.79077E+11;1.06393E+12;1.00439E+12;1.0843E+12;1.35011E+12;1.30655E+12;1.41575E+12;1.70708E+12;2.19883E+12;2.73799E+12;3.34695E+12;4.00019E+12;4.86081E+12;3.76393E+12;4.85805E+12;5.99589E+12;
Moldova;MDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;565000000;745000000;795000000;875000000;630000000;465000000;472000000;568000000;644000000;790000000;985173000;1091000000;1051601000;1341798000;1591416000;1282981000;1541487000;2221600000;
Monaco;MCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mongolia;MNG;;;;;;;;;;;;;;;;;;;;;403000000;469000000;560000000;610000000;674000000;689000000;716000000;717000000;739000000;721000000;661000000;348000000;389000000;383000000;356000000;473000000;424000000;569000000;462000000;454000000;536000000;521000000;524000000;615900000;869700000;1065000000;1542800000;1889000000;2539300000;1902600000;2899200000;4780400000;
Montenegro;MNE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;562000000;573000000;556459015;626289117;616616000;387540000;436575000;631795046.3;
Morocco;MAR;353721000;342062000;348583000;384153000;432172000;430195000;428417000;424070000;450352000;485131000;488293000;502018000;643057000;910118000;1707740000;1543140000;1261120000;1302100000;1507800000;1958830000;2493000000;2386000000;2062000000;2006000000;2080000000;2165000000;2454000000;2826000000;3603000000;3307000000;4265000000;4284000000;3973000000;3991000000;5556000000;6881000000;6881000000;7032000000;7153000000;7367000000;7432000000;7144000000;7849000000;8778330000;9925048000;11189787000;12743794000;15340105000;20344848000;14054337000;17770674600;21152597167;
Mozambique;MOZ;75000000;89000000;91000000;101000000;106000000;108000000;112000000;122000000;154000000;142000000;156000000;163000000;177000000;226000000;298000000;198000000;150000000;149000000;163000000;254000000;281000000;281000000;229000000;132000000;96000000;77000000;79000000;97000000;103000000;105000000;126000000;162000000;139000000;132000000;157000000;168000000;217000000;222000000;230000000;263000000;364000000;703000000;810000000;1045000000;1503846000;1782995000;2381137000;2412079000;2653260000;1853000000;2900000000;3600000000;
Myanmar;MMR;223755000;221340000;264831000;270396000;233142000;225162000;194418000;123795000;111426000;131691000;107730000;124789000;119777000;130269000;187585000;173171000;206221000;213671000;241720000;383050000;472000000;462000000;391000000;378000000;301000000;303000000;288000000;219000000;147000000;215000000;325000000;419000000;531000000;586000000;798000000;859830000;753550000;874410000;1077320000;1135860000;1646000000;2381000000;3046000000;2483000000;2379960000;3813460000;4588852000;6337870000;6937180000;6709991000;8748676000;10500000000;
Namibia;NAM;;;;;;;;;;;;;;;;;;;;;1459000000;1088000000;934000000;846000000;766000000;727000000;977000000;993000000;1055000000;1122000000;1085000000;1213000000;1341000000;1240000000;1308000000;1409000000;1418000000;1338000000;1232000000;1234000000;1320000000;1179000000;1071600000;1262000000;1827000000;2070000000;2646660000;2921620000;3140433201;3146610443;4025518195;4490000000;
Nepal;NPL;17000000;5000000;6000000;38000000;43378400;57028500;51199200;50155100;48513600;54330900;42439500;47693800;57975300;62843000;66108000;100328000;98320000;80576000;90848300;108792000;80000000;140000000;88000000;94000000;128000000;160000000;142000000;151000000;190000000;158000000;204000000;257000000;368700000;384000000;362000000;345000000;385000000;406000000;474000000;602000000;804000000;737000000;568000000;662000000;771796000;863244000;837858000;868400000;938764000;822596000;855757944;940000000;
Netherlands;NLD;4602370000;4957240000;5259670000;5706080000;6693920000;7343370000;7770990000;8361050000;9535360000;11382900000;13355000000;15773200000;19153700000;27351900000;37423100000;39887900000;46153300000;50109800000;57590000000;73537400000;73960000000;68715000000;66281000000;64684000000;65677000000;68257000000;80317000000;93108000000;1.03213E+11;1.08261E+11;1.31775E+11;1.33631E+11;1.40335E+11;1.40245E+11;1.60885E+11;2.03171E+11;2.08999E+11;2.07832E+11;2.13977E+11;2.18579E+11;2.3313E+11;2.30855E+11;2.44058E+11;2.96012E+11;3.57417E+11;4.06372E+11;4.63629E+11;5.50755E+11;6.37918E+11;4.97891E+11;5.74251E+11;6.60379E+11;
New Caledonia;NCL;51000000;56000000;34000000;46000000;62000000;65000000;78000000;75000000;113000000;134000000;192000000;200000000;190000000;195000000;279000000;327000000;306000000;315000000;222000000;368000000;418000000;343000000;266000000;154000000;207000000;271000000;191000000;225000000;464000000;675000000;449000000;444000000;409000000;359000000;366000000;565000000;535000000;543000000;378000000;468000000;604000000;443000000;492000000;785000000;1033457000;1093087523;1351803000;2104137000;1299656000;993253000;1483415387;1717079749;
New Zealand;NZL;846857000;793089000;798394000;909768000;1074260000;1006540000;1076340000;993079000;1009790000;1210610000;1222590000;1361280000;1792200000;2596030000;2435030000;2162050000;2794630000;3195970000;3738440000;4705620000;5421000000;5622000000;5571000000;5414000000;5518000000;5720000000;5880000000;7195000000;8784000000;8875000000;9394000000;9619000000;9785000000;10542000000;12185000000;13645000000;14360000000;14221000000;12070000000;12455000000;13272000000;13730000000;14383000000;16527000000;20344000000;21730098000;22409180000;26943386000;30580121000;24932601000;31396365000;37675214211;
Nicaragua;NIC;62870000;68360000;90170000;106770000;125180000;148940000;142210000;151680000;162300000;158750000;178620000;187240000;249440000;277890000;380920000;375170000;541900000;636800000;645970000;566560000;451000000;508000000;406000000;429000000;386000000;302000000;247000000;273000000;233000000;311000000;330000000;272000000;223000000;267000000;334700000;466000000;466000000;577000000;573000000;545000000;645000000;589000000;561000000;604548000;755560000;865935000;1049900000;1222100000;1475300000;1393800000;1851100000;2282000000;
Niger;NER;12590500;15491000;19444800;19849900;19039700;25318700;34733200;34838500;28863300;24225900;31669800;38566200;54357300;61511600;52740300;90800900;134264000;160582000;282315000;447726000;566000000;455000000;332000000;299000000;259000000;259000000;317000000;312000000;289000000;244000000;282000000;307000000;333000000;287000000;225000000;288000000;325000000;272000000;334000000;287000000;283000000;272000000;279000000;352000000;437000000;489000000;507946000;663286000;910000000;1000000000;1040000000;1250000000;
Nigeria;NGA;462000000;485660000;467880000;520100000;600880000;748580000;795620000;676900000;591080000;891100000;1239840000;1814610000;2179980000;3461950000;9204530000;7834310000;10566300000;11838700000;9937690000;17334100000;25968000000;17845000000;12185000000;10357000000;11856000000;12548000000;5155000000;7365000000;6875000000;10000000000;13596000000;12264000000;11886000000;9908000000;9415000000;12342000000;16153000000;15207000000;9855000000;13856000000;20975000000;18045000000;17975000000;24031000000;38631000000;50467000000;58726000000;66605950000;86273500000;56741900000;84000000000;1.19E+11;
