"Annual average percentage changes are calculated using a geometric average. EU (27) refers to the EU members as of January 2007, including 
EC-12 (Belgium, Denmark, France, Germany, Greece, Ireland, Italy, Luxembourg, Netherlands, Portugal, Spain and United Kingdom) and Austria, Bulgaria, Cyprus, Czech Republic, Estonia, Finland, Hungary, Latvia, Lithuania, Malta,  Poland, Romania, Slovak Republic, Slovenia and Sweden. The Separate Customs Territory of Taiwan, Penghu, Kinmen and Matsu is referred to as Taipei, Chinese in the tables. Tables include in general information for the period 2005 - latest available year. ";;;;;;;;;;;;;
Symbols and abbreviations:;;;;;;EU;;European Union;;;;;
...;Not available or not reported;;;;;GATS;;General Agreement on Trade in Services;;;;;
-;Not applicable;;;;;GDP;;Gross Domestic Product;;;;;
AOA;WTO Agreement on Agriculture;;;;;GPA;;Government Procurement Agreement  ;;;;;
CRN;Central Registry of Notifications;;;;;MFN;;Most Favoured Nation;;;;;
DSU;Dispute Settlement Understanding;;;;;PPP;;Purchasing Power Parity;;;;;
EIA;Economic Integration Agreement;;;;;RTA;;Regional Trade Agreement;;;;;
Sources:;"Eurostat, New Cronos and Comext databases; IMF, Balance of Payments Statistics and Government Finance Statistics; UNCTAD, TRAINS ";;;;;;;;;;;;
;"database; UNSD, Comtrade database (for OECD members, UNSD-OECD Joint Trade Data Collection and Processing System);  World ";;;;;;;;;;;;
;"Bank, World Development Indicators; WIPO, Industrial Property Statistics; WTO and national statistics.";;;;;;;;;;;;
;;;;;;;;;;;;;
